Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:People Occupant Count [](TimeStep),CORE_ZN:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_1:People Occupant Count [](TimeStep),PERIMETER_ZN_1:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_2:People Occupant Count [](TimeStep),PERIMETER_ZN_2:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_3:People Occupant Count [](TimeStep),PERIMETER_ZN_3:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_4:People Occupant Count [](TimeStep),PERIMETER_ZN_4:Zone People Occupant Count [](TimeStep),CORE_ZN:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),PSZ-AC:1 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:2 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:3 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:4 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:5 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:1:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:1:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:2:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:2:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:3:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:3:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:4:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:4:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:5:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:5:Air System Cooling Coil Total Cooling Energy [J](TimeStep),Averaged Building Temperature:PythonPlugin:OutputVariable [C](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:NaturalGas [J](TimeStep) 
 07/05  00:45:00,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000001258442827,23.001244394454117,23.000005143557993,23.00002183113386,23.00000082517083,11.622470403695179,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,953736.2101634404,0.0,100543.73068690187,15379.262015186574,247903.16570871345,953736.2101634404,953736.2101634404,0.0,0.0,100543.73068690187,100543.73068690187,15379.262015186574,15379.262015186574,247903.16570871345,247903.16570871345,17.0,0.0,296236.90788209388,0.0 
 07/05  01:00:00,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000000776724698,22.999452825065313,23.000003007396957,23.00001269076982,23.000000533025756,11.880257041046953,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,945738.778625156,0.0,98546.5817646101,12664.381582844539,241813.85919418955,945738.778625156,945738.778625156,0.0,0.0,98546.5817646101,98546.5817646101,12664.381582844539,12664.381582844539,241813.85919418955,241813.85919418955,17.0,0.0,292054.5603803949,0.0 
 07/05  01:15:00,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000554226698,23.0003206319873,23.000002874204009,23.000014752976335,23.000000118443674,12.404232627007822,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,959415.278521865,0.0,90301.99193220785,15860.010691423158,238953.76691743214,959415.278521865,959415.278521865,0.0,0.0,90301.99193220785,90301.99193220785,15860.010691423158,15860.010691423158,238953.76691743214,238953.76691743214,17.0,0.0,293205.9906059302,0.0 
 07/05  01:30:00,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000008511391287,23.00003548314123,23.000002739681123,23.000020370126259,22.999999947065317,12.918092970473483,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,973506.6935570608,10932.921494995242,83849.5269520857,22328.362285540883,237964.53814431287,973506.6935570608,973506.6935570608,10932.921494995242,10932.921494995242,83849.5269520857,83849.5269520857,22328.362285540883,22328.362285540883,237964.53814431287,237964.53814431287,17.0,0.0,298552.0657956557,0.0 
 07/05  01:45:00,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000007031847596,23.00001936114879,23.000002137985058,23.00002774543315,22.999999877826359,13.41929378822626,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,988454.520743185,19899.17463105525,78400.83303170584,30790.566291974734,238387.11289120734,988454.520743185,988454.520743185,19899.17463105525,19899.17463105525,78400.83303170584,78400.83303170584,30790.566291974734,30790.566291974734,238387.11289120734,238387.11289120734,17.0,0.0,304630.4506810337,0.0 
 07/05  02:00:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000649508476,23.000001737751029,23.000001734012618,23.0000366687362,22.999999874296653,13.89355936759267,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1004021.078461556,31032.929342259114,74007.40469013392,41071.19342701613,240116.31004246983,1004021.078461556,1004021.078461556,31032.929342259114,31032.929342259114,74007.40469013392,74007.40469013392,41071.19342701613,41071.19342701613,240116.31004246983,240116.31004246983,17.0,0.0,312289.2911005249,0.0 
 07/05  02:15:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000584370829,23.000000343255093,23.000001845271567,23.000003072576626,22.999999958273109,14.300538093294432,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1000701.1365230314,37530.665277877866,77417.64080881985,47172.27674974565,240989.02208266309,1000701.1365230314,1000701.1365230314,37530.665277877866,37530.665277877866,77417.64080881985,77417.64080881985,47172.27674974565,47172.27674974565,240989.02208266309,240989.02208266309,17.0,0.0,315454.4283183724,0.0 
 07/05  02:30:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000514301427,23.000000267730884,23.000002187873628,23.000000591999315,23.00000010709652,14.617861763394,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,997766.7165124825,44660.38944490456,81454.93690381199,53880.18530535542,242488.0395122352,997766.7165124825,997766.7165124825,44660.38944490456,44660.38944490456,81454.93690381199,81454.93690381199,53880.18530535542,53880.18530535542,242488.0395122352,242488.0395122352,17.0,0.0,319270.58583893885,0.0 
 07/05  02:45:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000001237167774,23.000000158138989,23.000004283401095,23.00000020411509,23.000000679430327,14.855079835303816,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,995129.2493755748,52000.19738021959,85523.8974758366,60952.36069695415,244348.45324512898,995129.2493755748,995129.2493755748,52000.19738021959,52000.19738021959,85523.8974758366,85523.8974758366,60952.36069695415,60952.36069695415,244348.45324512898,244348.45324512898,17.0,0.0,323369.04242352696,0.0 
 07/05  03:00:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000001157395084,23.000000181448319,23.000004482013986,23.00000021953798,23.00000077954531,15.019321634335107,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,992670.8307326449,59623.24858197999,89917.1500718402,68715.78784923267,246592.15488892317,992670.8307326449,992670.8307326449,59623.24858197999,59623.24858197999,89917.1500718402,89917.1500718402,68715.78784923267,68715.78784923267,246592.15488892317,246592.15488892317,17.0,0.0,327887.98012556109,0.0 
 07/05  03:15:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000114914323,23.000000151510613,23.000004052046365,23.000000183102097,23.000000787905849,15.123996658767274,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,990022.8720575797,45624.77585635427,81313.13713406663,53536.739086511385,235154.64046552505,990022.8720575797,990022.8720575797,45624.77585635427,45624.77585635427,81313.13713406663,81313.13713406663,53536.739086511385,53536.739086511385,235154.64046552505,235154.64046552505,17.0,0.0,316059.41190400489,0.0 
 07/05  03:30:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000114605021,23.000000111534978,23.000003635321577,23.000045444742029,23.000000772424217,15.209184545370164,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,987425.5031749373,32066.82659834509,72974.92541990287,39329.14723343472,224640.24885287643,987425.5031749373,987425.5031749373,32066.82659834509,32066.82659834509,72974.92541990287,72974.92541990287,39329.14723343472,39329.14723343472,224640.24885287643,224640.24885287643,17.0,0.0,304823.7994684677,0.0 
 07/05  03:45:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000001140245755,23.000000069159783,23.00000321791987,23.000038001201589,23.000000751217337,15.29937415289403,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,984948.0804487277,18389.612479365846,64566.641340873844,25191.74434200495,214315.23230998705,984948.0804487277,984948.0804487277,18389.612479365846,18389.612479365846,64566.641340873844,64566.641340873844,25191.74434200495,25191.74434200495,214315.23230998705,214315.23230998705,17.0,0.0,293617.97852997828,0.0 
 07/05  04:00:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000113549127,23.001452737945884,23.000002795511329,23.000019974279899,23.00000072997662,15.396609495433918,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,982529.7840200785,0.0,56119.61126606853,10854.651570109874,204221.76323273695,982529.7840200785,982529.7840200785,0.0,0.0,56119.61126606853,56119.61126606853,10854.651570109874,10854.651570109874,204221.76323273695,204221.76323273695,17.0,0.0,281323.75133638959,0.0 
 07/05  04:15:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.00000113564951,23.000301803228817,23.000003213061168,23.000035645891815,23.000000754176356,15.48890448528535,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,988462.6510837333,23866.349576973622,65161.89883344167,27588.52825749692,212832.07057213514,988462.6510837333,988462.6510837333,23866.349576973622,23866.349576973622,65161.89883344167,65161.89883344167,27588.52825749692,27588.52825749692,212832.07057213514,212832.07057213514,17.0,0.0,295988.3429706354,0.0 
 07/05  04:30:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0000011289509,23.000062888824258,23.00000351259604,23.000052022296125,23.000000783374316,15.558216416395928,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,987991.1794033509,32924.19642827299,71532.79368471193,39204.00731432624,218892.66300576583,987991.1794033509,987991.1794033509,32924.19642827299,32924.19642827299,71532.79368471193,71532.79368471193,39204.00731432624,39204.00731432624,218892.66300576583,218892.66300576583,17.0,0.0,303481.2027694732,0.0 
 07/05  04:45:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000001123708,23.000013206245389,23.00000378166715,23.000010311797497,23.000000827624214,15.595459192820196,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,986797.7967385509,44663.021689379726,77452.848270943,50008.49140971561,224990.6604153194,986797.7967385509,986797.7967385509,44663.021689379726,44663.021689379726,77452.848270943,77452.848270943,50008.49140971561,50008.49140971561,224990.6604153194,224990.6604153194,17.0,0.0,311148.5037956167,0.0 
 07/05  05:00:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000001119769605,23.00000290754682,23.000004329632949,23.000002203072467,23.00000084711592,15.63283614180055,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,985518.8466101749,63620.784324503504,89650.97222429719,71816.72916731895,234514.37338342553,985518.8466101749,985518.8466101749,63620.784324503504,63620.784324503504,89650.97222429719,89650.97222429719,71816.72916731895,71816.72916731895,234514.37338342553,234514.37338342553,17.0,0.0,325188.36873074408,0.0 
 07/05  05:15:00,17.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.44628441552068545,0.44628441552068545,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.00000122113559,23.000001397890427,23.000001273575689,23.000001517553828,23.000001344414739,15.73036076224602,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1572000.1540196334,390512.7737834727,182512.08690285835,553242.2409080686,501812.30867767208,1572000.1540196334,1572000.1540196334,390512.7737834727,390512.7737834727,182512.08690285835,182512.08690285835,553242.2409080686,553242.2409080686,501812.30867767208,501812.30867767208,17.0,0.0,712198.2581846566,0.0 
 07/05  05:30:00,17.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.44628441552068545,0.44628441552068545,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.0000012473474,23.00000112895625,23.000000506427918,23.00000141842193,23.000001548397756,15.922608946760933,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1581478.5332714953,404229.1243662848,183520.257569929,564600.0851910232,507167.072380598,1581478.5332714953,1581478.5332714953,404229.1243662848,404229.1243662848,183520.257569929,183520.257569929,564600.0851910232,564600.0851910232,507167.072380598,507167.072380598,17.0,0.0,721126.9632148029,0.0 
 07/05  05:45:00,17.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.44628441552068545,0.44628441552068545,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000000806465974,23.000000746423724,23.00000025044351,23.000000992709187,23.00000109246288,16.18416523572666,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1592276.7776217065,426442.27691659689,259702.69918440347,637740.8620639797,517287.3130229708,1592276.7776217065,1592276.7776217065,426442.27691659689,426442.27691659689,259702.69918440347,259702.69918440347,637740.8620639797,637740.8620639797,517287.3130229708,517287.3130229708,17.0,0.0,763792.9840305892,0.0 
 07/05  06:00:00,17.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.44628441552068545,0.44628441552068545,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.99998089494407,22.99999774424434,22.99999242758498,22.99999745430833,22.999990922725936,16.843047003510475,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1600304.4249093817,452074.55417641616,346916.03975953397,688587.3345031778,528129.4964326772,1600304.4249093817,1600304.4249093817,452074.55417641616,452074.55417641616,346916.03975953397,346916.03975953397,688587.3345031778,688587.3345031778,528129.4964326772,528129.4964326772,17.0,0.0,804189.2348161058,0.0 
 07/05  06:15:00,17.25,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.8519975205394903,0.8519975205394903,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000000061391036,22.799937727930606,22.999999989959844,23.00000055736806,23.000000277169329,17.72599703303999,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1356888.4632010018,0.0,483878.7075858639,764678.3042093505,558903.0210437735,1356888.4632010018,1356888.4632010018,0.0,0.0,483878.7075858639,483878.7075858639,764678.3042093505,764678.3042093505,558903.0210437735,558903.0210437735,17.0,0.0,704604.4375117951,0.0 
 07/05  06:30:00,17.5,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.8519975205394903,0.8519975205394903,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000000327447773,22.756642085781018,23.000000186391678,23.00000046077474,23.000000458605905,19.06635129844879,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,1405692.9111086252,0.0,607100.3152357367,816957.9254281604,584303.9758513402,1405692.9111086252,1405692.9111086252,0.0,0.0,607100.3152357367,607100.3152357367,816957.9254281604,816957.9254281604,584303.9758513402,584303.9758513402,17.0,0.0,758555.4924359025,0.0 
 07/05  06:45:00,17.75,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.8519975205394903,0.8519975205394903,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000000306783404,22.769045583966347,23.000000183442045,23.000000417444665,23.00000042397783,20.722440647609234,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,1456917.8361675805,0.0,698246.9358746477,853920.5042640296,608508.5061223924,1456917.8361675805,1456917.8361675805,0.0,0.0,698246.9358746477,698246.9358746477,853920.5042640296,853920.5042640296,608508.5061223924,608508.5061223924,17.0,0.0,802128.3752020453,0.0 
 07/05  07:00:00,18.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.8519975205394903,0.8519975205394903,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000000289133064,22.820289851435854,23.000000177132376,23.00000038266189,23.000000396185404,22.512324157563943,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1508677.6866483158,0.0,784748.2966112488,879808.4289758549,630908.8572919769,1508677.6866483158,1508677.6866483158,0.0,0.0,784748.2966112488,784748.2966112488,879808.4289758549,879808.4289758549,630908.8572919769,630908.8572919769,17.0,0.0,841785.4344906216,0.0 
 07/05  07:15:00,18.5,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.99999657655942,22.99881939352269,23.000233215930114,23.00000064553998,22.99999949419555,24.892892805214055,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,2083042.7289677808,1176040.389146327,1326587.4214219768,1390775.906695448,935584.6348587098,2083042.7289677808,2083042.7289677808,1176040.389146327,1176040.389146327,1326587.4214219768,1326587.4214219768,1390775.906695448,1390775.906695448,935584.6348587098,935584.6348587098,17.0,0.0,1502047.874825138,0.0 
 07/05  07:30:00,19.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.99999473846984,22.9999938643282,23.000246579746777,23.00000162844423,23.00000035960905,26.868875101738394,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,2174012.59709373,1323367.3775031816,1457217.1205459329,1443354.95862243,976799.5964873158,2174012.59709373,2174012.59709373,1323367.3775031816,1323367.3775031816,1457217.1205459329,1457217.1205459329,1443354.95862243,1443354.95862243,976799.5964873158,976799.5964873158,17.0,0.0,1598403.203780539,0.0 
 07/05  07:45:00,19.5,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000000279340278,23.000000464492126,23.000287343619907,23.00000045247009,23.00000054500781,28.463048446114965,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,2253714.460332242,1390446.1417503046,1559430.1400970713,1500176.2778992258,1014384.3930669559,2253714.460332242,2253714.460332242,1390446.1417503046,1390446.1417503046,1559430.1400970713,1559430.1400970713,1500176.2778992258,1500176.2778992258,1014384.3930669559,1014384.3930669559,17.0,0.0,1667976.325196897,0.0 
 07/05  08:00:00,20.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.9999964542295,23.000002583573559,23.00028687688488,23.000002272716196,23.000001484406729,30.68055632552499,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,2338119.020236755,1463875.1649669936,1654505.381092276,1557916.8787395007,1051345.4723464945,2338119.020236755,2338119.020236755,1463875.1649669936,1463875.1649669936,1654505.381092276,1654505.381092276,1557916.8787395007,1557916.8787395007,1051345.4723464945,1051345.4723464945,17.0,0.0,1738028.1738937617,0.0 
 07/05  08:15:00,20.25,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.99999554579851,23.000003384161773,23.00028629523263,23.000003036490634,23.000001829831296,32.52244342930395,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,2403614.9061352277,1515113.2599503149,1730367.5732354674,1604592.4948663633,1077713.5769033044,2403614.9061352277,2403614.9061352277,1515113.2599503149,1515113.2599503149,1730367.5732354674,1730367.5732354674,1604592.4948663633,1604592.4948663633,1077713.5769033044,1077713.5769033044,17.0,0.0,1791232.4434890687,0.0 
 07/05  08:30:00,20.5,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.00000030985894,23.00000055925556,23.00032538171196,23.000000467155784,23.00000061443833,33.91430513334801,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,2461449.854994726,1569326.9819897649,1795025.9733401486,1654711.478515621,1108659.4570427028,2461449.854994726,2461449.854994726,1569326.9819897649,1569326.9819897649,1795025.9733401486,1795025.9733401486,1654711.478515621,1654711.478515621,1108659.4570427028,1108659.4570427028,17.0,0.0,1842791.7012936413,0.0 
 07/05  08:45:00,20.75,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.999996878699237,23.000003171418159,23.0003220154024,23.000002902774317,23.00000221006861,35.84218536712054,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,2523292.69568901,1620953.994879731,1838383.9945823746,1701640.7230526333,1139922.1300993479,2523292.69568901,2523292.69568901,1620953.994879731,1620953.994879731,1838383.9945823746,1838383.9945823746,1701640.7230526333,1701640.7230526333,1139922.1300993479,1139922.1300993479,17.0,0.0,1889722.1292447595,0.0 
 07/05  09:00:00,21.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.999996121607155,23.000004241965166,23.00031776637754,23.00000397670897,23.000002854725243,37.40868774503721,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,2582477.4856620526,1676401.4396851483,1861290.9491681059,1749852.6217899302,1171798.4375404448,2582477.4856620526,2582477.4856620526,1676401.4396851483,1676401.4396851483,1861290.9491681059,1861290.9491681059,1749852.6217899302,1749852.6217899302,1171798.4375404448,1171798.4375404448,17.0,0.0,1933216.090623866,0.0 
 07/05  09:15:00,21.25,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.0,0.0,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000000337473318,23.000000604544704,23.000007657978679,23.000000499530758,23.00000069999313,38.61645982211425,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,2636982.7441556716,1737771.1688766988,1533520.237689938,1803118.2490602856,1206003.2511193974,2636982.7441556716,2636982.7441556716,1737771.1688766988,1737771.1688766988,1533520.237689938,1533520.237689938,1803118.2490602856,1803118.2490602856,1206003.2511193974,1206003.2511193974,17.0,0.0,1913397.2116238939,0.0 
 07/05  09:30:00,21.5,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.0,0.0,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.00000032173949,23.00000044917727,23.000004421396853,23.000000366944666,23.000000544359705,39.97919219808094,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,2689301.474284863,1794596.1988876803,1510676.2570690322,1854623.8163500475,1240294.6602926828,2689301.474284863,2689301.474284863,1794596.1988876803,1794596.1988876803,1510676.2570690322,1510676.2570690322,1854623.8163500475,1854623.8163500475,1240294.6602926828,1240294.6602926828,17.0,0.0,1954060.3138440164,0.0 
 07/05  09:45:00,21.75,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.0,0.0,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.999998856509384,23.000003071726647,23.000019680349685,23.00000294468379,23.000002560219824,41.66919290619059,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,2741797.6121519959,1849960.3196740049,1472182.024910575,1901655.7257890839,1271608.6325691697,2741797.6121519959,2741797.6121519959,1849960.3196740049,1849960.3196740049,1472182.024910575,1472182.024910575,1901655.7257890839,1901655.7257890839,1271608.6325691697,1271608.6325691697,17.0,0.0,1990034.191255889,0.0 
 07/05  10:00:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.0,0.0,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000000333999027,23.000000522910093,23.000005378092248,23.000000425744746,23.000000646476296,42.78742215873269,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,2790831.9610735827,1907698.9379109394,1435006.3997110902,1949833.1638240633,1303566.9343613678,2790831.9610735827,2790831.9610735827,1907698.9379109394,1907698.9379109394,1435006.3997110902,1435006.3997110902,1949833.1638240633,1949833.1638240633,1303566.9343613678,1303566.9343613678,17.0,0.0,2026588.7270154206,0.0 
 07/05  10:15:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.999999632587973,23.000003298637549,23.00027451287823,23.000003183371626,23.000003017354936,44.26777841608412,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,2821761.35300828,1938439.5430002257,1734083.08408879,1976885.1805610327,1322610.3364534549,2821761.35300828,2821761.35300828,1938439.5430002257,1938439.5430002257,1734083.08408879,1734083.08408879,1976885.1805610327,1976885.1805610327,1322610.3364534549,1322610.3364534549,17.0,0.0,2107817.3781684858,0.0 
 07/05  10:30:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,22.999996363501077,23.0000043846092,23.000291366888907,23.000004407209546,23.000003833566948,45.41562563343575,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,2852956.1536735298,1968176.0615609806,1709363.6560528363,2002873.4121863286,1340920.2436268442,2852956.1536735298,2852956.1536735298,1968176.0615609806,1968176.0615609806,1709363.6560528363,1709363.6560528363,2002873.4121863286,2002873.4121863286,1340920.2436268442,1340920.2436268442,17.0,0.0,2123958.6181802966,0.0 
